Ensembl.ID.supplied.by.Ensembl.	NCBI.Gene.ID.supplied.by.NCBI.	Approved.symbol	UniProt.ID.supplied.by.UniProt.	X0Gene	logFC	P.Value	adj.P.Val
ENSG00000005469	54677	CROT	Q9UKG9	X99.ENSG00000005469	-0.116763636363637	0.719215815437279	1
ENSG00000005471	5244	ABCB4	P21439	X100.ENSG00000005471	0.147320779220779	0.612756766175602	1
ENSG00000005483	55904	KMT2E	Q8IZD2	X101.ENSG00000005483	-0.0139259740259752	0.941190463595686	1
ENSG00000005486	57414	RHBDD2	Q6NTF9	X102.ENSG00000005486	-0.208354545454546	0.534634459143736	1
ENSG00000005513	30812	SOX8	P57073	X103.ENSG00000005513	-0.121149350649351	0.647818357033189	1
ENSG00000005700	25998	IBTK	Q9P2D0	X104.ENSG00000005700	0.0769610389610392	0.728509184835849	1
ENSG00000005801	7748	ZNF195	O14628	X105.ENSG00000005801	-0.0361506493506496	0.857699702690881	1
ENSG00000005810	23077	MYCBP2	O75592	X106.ENSG00000005810	0.102410389610389	0.600570351883399	1
ENSG00000005812	26224	FBXL3	Q9UKT7	X107.ENSG00000005812	0.026735064935064	0.843004357521862	1
ENSG00000005844	3683	ITGAL	P20701	X108.ENSG00000005844	-0.0245935064935063	0.933628518500976	1
ENSG00000005882	5164	PDK2	Q15119	X109.ENSG00000005882	-0.0765142857142863	0.738553975808592	1
ENSG00000005884	3675	ITGA3	P26006	X110.ENSG00000005884	0.113811688311688	0.790780652406292	1
ENSG00000005889	7543	ZFX	P17010	X111.ENSG00000005889	-0.255503896103896	0.0257107759222721	1
ENSG00000005893	3920	LAMP2	P13473	X112.ENSG00000005893	-0.166998701298702	0.623085269054618	1
ENSG00000005961	3674	ITGA2B	P08514	X113.ENSG00000005961	-0.0479480519480522	0.932436217719214	1
ENSG00000005981	51666	ASB4	Q9Y574	X114.ENSG00000005981	-0.00575454545454545	0.453440441122365	1
ENSG00000006007	51573	GDE1	Q9NZC3	X115.ENSG00000006007	-0.1288	0.512907379108236	1
ENSG00000006015	55049	REX1BD	Q96EN9	X116.ENSG00000006015	-0.133444155844156	0.450200391667855	1
ENSG00000006016	9244	CRLF1	O75462	X117.ENSG00000006016	-0.231487012987013	0.174102454602163	1
ENSG00000006025	114881	OSBPL7	Q9BZF2	X118.ENSG00000006025	0.133275324675325	0.555976104463777	1
ENSG00000006042	26022	TMEM98	Q9Y2Y6	X119.ENSG00000006042	-0.00730779220779228	0.919683903438478	1
ENSG00000006047	51087	YBX2	Q9Y2T7	X120.ENSG00000006047	-0.0495558441558442	0.677130192912506	1
ENSG00000006059	3883	KRT33A	O76009	X121.ENSG00000006059	0	1	1
ENSG00000006062	9020	MAP3K14	Q99558	X122.ENSG00000006062	-0.200555844155845	0.292351876241336	1
ENSG00000006071	6833	ABCC8	Q09428	X123.ENSG00000006071	0.143593506493507	0.289633283951756	1
ENSG00000006116	10368	CACNG3	O60359	X124.ENSG00000006116	0.068551948051948	0.00152656960179259	1
ENSG00000006118	54972	TMEM132A	Q24JP5	X125.ENSG00000006118	-0.2934	0.370201795204574	1
ENSG00000006125	163	AP2B1	P63010	X126.ENSG00000006125	-0.0136428571428574	0.921000266588667	1
ENSG00000006128	6863	TAC1	P20366	X127.ENSG00000006128	0.0454428571428571	0.205940734133988	1
ENSG00000006194	10127	ZNF263	O14978	X128.ENSG00000006194	-0.0771090909090907	0.536831887292478	1
ENSG00000006210	6376	CX3CL1	P78423	X129.ENSG00000006210	0.012574025974026	0.23818915925224	1
ENSG00000006282	64847	SPATA20	Q8TB22	X130.ENSG00000006282	-0.195568831168832	0.586286429231014	1
