Ensembl.ID.supplied.by.Ensembl.	NCBI.Gene.ID.supplied.by.NCBI.	Approved.symbol	UniProt.ID.supplied.by.UniProt.	X0Gene	logFC	P.Value	adj.P.Val
ENSG00000185100	122622	ADSSL1	Q8N142	X15288.ENSG00000185100	0.340792307692307	0.132055210626909	0.706794078462631
ENSG00000185101	338440	ANO9	A1A5B4	X15289.ENSG00000185101	0.358406730769231	0.087843974544446	0.695259707799364
ENSG00000185104	11124	FAF1	Q9UNN5	X15290.ENSG00000185104	0.142918269230769	0.292077599372654	0.755363457983168
ENSG00000185105	255275	MYADML2	A6NDP7	X15291.ENSG00000185105	0.019475	0.273006337239263	0.742980844986016
ENSG00000185112	131583	FAM43A	Q8N2R8	X15292.ENSG00000185112	-0.439699038461538	0.128693648864998	0.706794078462631
ENSG00000185115	56160	NSMCE3	Q96MG7	X15293.ENSG00000185115	-0.198051923076923	0.401427086451713	0.820815963316805
ENSG00000185122	3297	HSF1	Q00613	X15294.ENSG00000185122	-0.0564942307692308	0.577325865238451	0.893164995996793
ENSG00000185127	387263	C6orf120	Q7Z4R8	X15295.ENSG00000185127	0.0478211538461534	0.762245458281374	0.959158976953255
ENSG00000185129	5813	PURA	Q00577	X15296.ENSG00000185129	0.175927884615385	0.445684257814022	0.840090802283123
ENSG00000185130	8340	HIST1H2BL	Q99880	X15297.ENSG00000185130	-0.00218461538461535	0.993111743434722	1
ENSG00000185133	27124	INPP5J	Q15735	X15298.ENSG00000185133	0.107825	0.222155973360078	0.711192844137275
ENSG00000185149	4887	NPY2R	P49146	X15299.ENSG00000185149	0.0381	0.0828550934905675	0.695259707799364
ENSG00000185155	83881	MIXL1	Q9H2W2	X15300.ENSG00000185155	0.0213326923076923	0.699039113981264	0.937342523696953
ENSG00000185156	162387	MFSD6L	Q8IWD5	X15301.ENSG00000185156	0.110228846153846	0.408124859159527	0.825068902689457
ENSG00000185158	114659	LRRC37B	Q96QE4	X15302.ENSG00000185158	0.0282807692307693	0.905103217925371	0.998853146692162
